   1.367838414508E+001   8.892066079175E-005   2.692000000000E+000   1.213838601112E+001
   2.953593852331E+001   2.881024611218E+000   6.316000000000E+000   2.079693007469E+001
   4.670310099048E+001   4.492888268254E+000   8.732000000000E+000   2.662469005585E+001
   6.394823956574E+001   6.290705613739E+000   1.508000000000E+001   4.290337014198E+001
   8.138106510240E+001   7.990252876071E+000   1.842000000000E+001   5.282068300247E+001
   9.851527208243E+001   9.665335276057E+000   2.184800000000E+001   6.177881908417E+001
   1.156535958150E+002   1.135489453717E+001   2.493600000000E+001   7.100754094124E+001
   1.318608676487E+002   1.316122714077E+001   2.899200000000E+001   8.183719801903E+001
   1.482253850901E+002   1.461229570074E+001   3.372800000000E+001   9.282046794891E+001
   1.631347296057E+002   1.613965234948E+001   3.931200000000E+001   1.038304419518E+002
   1.779312398569E+002   1.764178320314E+001   4.322400000000E+001   1.117749090195E+002
   1.915633249904E+002   1.885228170722E+001   4.852400000000E+001   1.226694359779E+002
   2.043971886418E+002   2.021573861023E+001   5.488800000000E+001   1.345226011276E+002
   2.160600893893E+002   2.125316877070E+001   5.889200000000E+001   1.421711289883E+002
   2.269463776198E+002   2.263514088925E+001   6.392400000000E+001   1.528176910877E+002
   2.372084110953E+002   2.353945867783E+001   7.178000000000E+001   1.694196710587E+002
   2.461243329741E+002   2.432653302821E+001   8.036800000000E+001   1.866083250046E+002
   2.537963572955E+002   2.501042339144E+001   8.497600000000E+001   1.972454121113E+002
   2.604370822694E+002   2.584525451330E+001   9.042400000000E+001   2.138159310818E+002
   2.662595564799E+002   2.635258477188E+001   9.824800000000E+001   2.354160931110E+002
   2.709548096198E+002   2.697021996739E+001   1.041800000000E+002   2.495557429790E+002
   2.747237306482E+002   2.730072864757E+001   1.117240000000E+002   2.656449141502E+002
   2.773924514950E+002   2.753480694269E+001   1.200680000000E+002   2.833536639214E+002
   2.789872605384E+002   2.767476810277E+001   1.254600000000E+002   2.950529620647E+002
   2.795257917582E+002   2.772200327740E+001   1.317960000000E+002   3.085030400753E+002
   2.790200409086E+002   2.768695226212E+001   1.340840000000E+002   3.131167161465E+002
   2.774459541033E+002   2.753951121693E+001   1.423960000000E+002   3.305540280342E+002
   2.748095143297E+002   2.730977439516E+001   1.478880000000E+002   3.411118021011E+002
   2.710617263972E+002   2.697965391436E+001   1.566200000000E+002   3.578023240566E+002
   2.661764270770E+002   2.655149357827E+001   1.637560000000E+002   3.734570939541E+002
   2.605977004787E+002   2.585452058118E+001   1.697120000000E+002   3.860672669411E+002
   2.535847236026E+002   2.523784070727E+001   1.770640000000E+002   4.013516900539E+002
   2.463364460929E+002   2.434876973836E+001   1.815560000000E+002   4.101703710556E+002
   2.374509704572E+002   2.356082887212E+001   1.884640000000E+002   4.239919099808E+002
   2.272240145701E+002   2.265959343113E+001   1.967040000000E+002   4.405223710537E+002
   2.163246507381E+002   2.147038981371E+001   2.012280000000E+002   4.510905530453E+002
   2.047102601996E+002   2.024349195768E+001   2.083320000000E+002   4.672286429405E+002
   1.916418861788E+002   1.908645920945E+001   2.143920000000E+002   4.795809121132E+002
   1.782962984656E+002   1.767521300431E+001   2.179440000000E+002   4.876678879261E+002
   1.631908339018E+002   1.633591857141E+001   2.232840000000E+002   4.999848730564E+002
   1.486202204831E+002   1.464735565741E+001   2.287000000000E+002   5.123745679855E+002
   1.322958352974E+002   1.319973816013E+001   2.335520000000E+002   5.227239849567E+002
   1.160766634181E+002   1.139212933106E+001   2.374000000000E+002   5.315738050938E+002
   9.863213685582E+001   9.857414185009E+000   2.403160000000E+002   5.375224809647E+002
   8.182362667046E+001   8.029415361491E+000   2.436760000000E+002   5.441343359947E+002
   6.439859802453E+001   6.330252582033E+000   2.532520000000E+002   5.665714869499E+002
   4.677841481785E+001   4.641532538655E+000   2.569320000000E+002   5.742539529800E+002
   2.997072123163E+001   2.918581137390E+000   2.600880000000E+002   5.811955380440E+002
   1.387866921086E+001   1.320246475563E+000   2.623800000000E+002   5.868480129242E+002
   3.444168733200E-002   2.296291639943E-003   2.655840000000E+002   5.935862059593E+002
